,0
390,"Me parece de mal gusto, q todo un día llamando para q me envíen un correo para reservar  la cena San Silvestre para la noche del 31 de Dic.  X fin me lo envían a las 3:15 pm me dicen q tengo plazo hasta las 5:00 PM de reportar mi pago.  Pero oh sorpresa q antes del tiempo me envían un correo q ya tienen todo vendido . Me parece una descortesía de su parte ya q yo me había programado y no había buscado otro sitio para la cena pendiente de lo q me enviaran el correo q era lo q habíamos acordado vía telefónica y cuando x fin llega el dichoso correo no me dieron tiempo de pagar cuando me envían otro correo q ya no. "
391,"El hotel está en una zona muy bonita, cerca a buenos restaurantes. La habitación es hermosa, cama espectacular, cómoda, almohadas para todos los gustos, iluminación moderna ideal para descanso. El desayuno muy variado, incluyendo fritos y dulces típicos de la costa. En general me encanto el hotel"
392,"Muy buen hotel, bien ubicado y excelente atención. Muy cómodo, muy atentos y serviciales. Para todos los planes y para toda la familia. Muy buenos restaurantes y bar, desayuno incluido variado y muy rico."
393,"Dentro del standar de este tipo de hoteles sus servicios estan bien definidos cubren las necesaidades de un viaje de negocios, oportunidad de mejora en los horarios de funcionamiento de piscina, mejora en servicio de botones no dan informacion sobre los servicios de la habitacion"
394,"Fue una Grata experiencia, el personal muy dispuesto a colaborar, la señora encargada de la limpieza de la habitacion impeccable, muy agradable la estadia. Muy serviciales la limpieza en general muy Buena. Gracias por todo"
395,"Al llegar me causo impresión y un gran agrado el buen trato en particular el de la persona encargada del Check In, Ana Florez quien con una sonrisa y atención personalizada hizo de mi estadia mas agradable. "
396,"Buen servicio. cómodas instalaciones, habitaciones confortables y buen ambiente en general. Lo recomendaría con mis conocidos y familiares. Me hizo falta tiempo para conocer todos los servicios y comodidades."
397,"Estuve una sola noche y general todo estuvo muy bien. el servicio, la alimentación, la habitación y la ubicación. Recomendaría la estadía allí para viajes de negocios y de turismo  cerca hay lugares agradables para salir a cenar"
398,"Recuerdo llegar temprano a hacer mi registro en horas de la mañana, pero al llegar no estaba la habitación disponible aún. Tengo claro que el check in es a las 3:00 pm pero el recepcionista muy encarecidamente me ayudó a conseguirla a la media hora de haber llegado... recomendado!!"
399,"Sin comentarios adicionales, buen servicio, tal vez en el desayuno tener mas opciones o variedad de panes y/o arepas.  El personal siempre esta dispuesto a atender y brindar un buen servicio.  Me encanta la amabilidad del personal."
400,"Mi opinion es muy buena, siempre me han atendido muy bien en el Hotel, los empleados se notan comprometidos con la institucion. Sugiero no exigir un minimo de caracteres para este segmento a veces no es necesario escribir tanto para expresar una Excelente opinion, solo con dos palabras basta. "
401,"El hotel está muy cómodo, muy buenas instalaciones y ubicación. El personal te hace sentir muy cómodo. Con un trato siempre amable. Una experiencia digna de repetirla. Voy a volver a Barranquilla y sin duda lo haré a este hotel."
402,"Me quedé para prepararme para mi matrimonio al día siguiente, la habitación muy limpia y cómoda, muy bonita para las fotos típicas que nos toman a las novias, el desayuno es muy bueno, con mucha variedad y la atención del personal es excelente."
403,"Todo fue excelente, el servicio y las instalaciones son muy cómodas y con gran diseño. No obliguen que la encuesta tenga que escribir tanto ya les di mi opinión y esto me hizo perder el tiempo. Con gusto se hace la encuesta pero no pongan reglas."
404,"mejorar ingreso al hotel, la terraza (aspecto físico ) y área de piscina las sillas se encuentran en mal estado al igual que las asoleadoras, el área de lobby, parqueadero y habitaciones muy limpias, el servicio del personal muy bueno los chicos todos fueron muy amables y atentos. En las habitaciones se escucha las conversaciones de los otros huéspedes. "
405,"Estuve en el hotel en una reunión de negocios y quede impactado con el servicio, desde la recepción del hotel hasta las personas del restaurante, calida bienvenida y se nota la vocación de servicio de sus empleados. Recomendado 100%"
406,"servicio oportuno y sin duda excelente atencion al cliente, buena presentación de los espacios y del personal,la comida exquisita, su ubicación es excelente, muy buena la limpieza y lo más importante podemos descansar por su buen ambiente. Gracias!!!"
407,"EXCELENTE TODO, nos gusto mucho la atención del personal, la limpieza, pulcritud, el desayuno exquisito y variado. La habitación cómoda y espaciosa. La comida del restaurante estuvo deliciosa. Muy moderno y bello el hotel. "
408,"excelente servicio, me encanto la amabilidad de cada empleado, la comodidad de la habitación, las deliciosas preparaciones del restaurante y la gran ayuda que me dieron al querer comprar algo en la droguería fuera del hotel. sin duda alguno lo recomendaría."
409,"es un hotel muy bien ubicado, la habitación es amplia; pensaría que le falta detalles, por ejemplo: el lobby podría ser mucho mas bonito e imponente digno de un hotel de la cadena sheraton. a mi gusto el colchón era muy blando y le faltaba decoración a la habitación. no puedo ser injusta y en realidad es un buen hotel, con una excelente ubicación, en pleno corazón del parque Washington, cerca de centros comerciales, buenos restaurantes y lugares de interés en general, pero pensaría que podría estar mucho mas bonito, a mi humilde opinión, solo son detalles que lo harían resaltar mucho mas."
410,"La única critica, es el led verde que tiene el sensor de fuego en habitaciones, permanece prendido dificultando el descanso para personas sensibles a la luz como yo. Servicio del personal es excelente. "
411,"Los servicios del hotel son excelentes pero la amabilidad y cordialidad de su personal son excepcionales. En todo momento mostraron la mejor disposicion ante cualquier solicitud, e incluso de manera espontanea me dieron soporte por mi larga estadia"
412,"Felicidades pueden ser mejor dia a dia, una de mis mejores experiencias durante mi estadia en la ciudad de Barranquilla y deseo volver a estar en el hotel pero no en visita de trabajo si no de turista"
413,El servicio del personal excelente La habitación es amplia y organizada Esta muy bien ubicado El personal es amable los servicios prestados son en el tiempo que informan Todos servicios del hotel son organizados  
414,"esta muy bien ubicado , tiene varios restaurantes cerca , también se encuentra un centro comercial cerca que se puede desplazar caminando , el servicio de botones y recepción muy bueno  , sin duda alguna volveré a hospedarme "
415,"Fui por negocios a la ciudad de Barranquilla, aunque mi estadía fue rápida el personal me hizo sentir como en casa, muy buena atención, espacios y diferentes servicios que brinda el hotel; para mis próximos viajes sin duda lo volvería a escoger"
416,"Me encanto la estadia en este hotel, el servicio y las habitaciones son de lo mejor. Muy atentos con los huéspedes ,Me sentí como en casa y es algo muy difícil de encontrar. Volveré sin duda!! 100% recomendado. "
417,Un execelente lugar para disfrutar de todas las comodidades que como viejero uno espera encontrar.  Adicicionalemente cuentan con un excelente equipo humano que hace sertir al huesped una satisfacción en la atención recibida
418,"Muy bueno todo, las habitaciones muy limpias y comodas, lo único es que no me aprece que cobren el café en las habitaciones deberia ser gratuito pero de resto todo muy bien, muy satisfecha y el desayuno delicioso"
419,"Estuve de paso por la ciudad y en la mejor zona de Barranquilla encontré este hotel bastante sobrio para mí gusto pero al entrar la gente cálida como su clima. El personal en general es extremadamente atento, servicial, están pendiente de los más mínimo y te hacen sentir acompañado siempre como si fueras cliente frecuente. En definitiva me volveré su cliente fiel a partir de ahora y mis próximas visitas serán aquí. Se los recomiendo a todos."
420,"Recomiendo este hotel a todos los que vengan a visitar a la arenosa la atención es extremadamente buena, su gente es muy atenta y siempre estan dispuestos a servirte en todo. El restaurante delicioso y en el desayuno tuve el privilegio de conocer a la gerente del hotel y su asistente. Sencillamente espectacular se los recomiendo con los ojos cerrados mi esposo y yo nos fuimos facinados. "
421,"Solicite informacion si estaba inscrito en sistema de Rewards del Sheraton y no supieron responderme, me indicaron que me suminitrarian la informacion y esto no sucedio  Me encantaria poder sumar millas si seleccciono su hotel  "
422,"La calidez de su persona es única no hay ningún otro hotel que tenga el mejor servicio al cliente como este. Son todos muy eficientes, educados y siempre dispuestos ayudar. Lo recomiendo siempre al 100% "
423,"Excelente todo muy genial . Excelente ubicación , servicio . Los mejores en habitaciones , la cama muy deliciosa . Las sábanas baños excelente el aseo y habitaciones me encantó y siempre me ha encantado ya he estado "
424,"solo para comentar que en este punto, y durante la manana del miercoles 29, solicite la extencion de mi estadia hasta el Viernes 01. Esto se transformo en un problema. Me parece que la actitud de la senorita recepcionista no fue exactamente de ayuda y soporte a un huesped; su actitud fue la de poner trabas. No actualizo mi tarjeta llave, no actualizo mi wifi, no actualizo mi cuenta abierta con TC; entonces tuve todas esas dificultades, como consecuencia de no hacer o no querer hacer su trabajo completo y solo una vez."
425,"No tuve servicio de botones ni acompañamiento al cuarto, por lo que tuve algo de dificultad en encontrar la habitación. Adicionalmente, dar vueltas por el hotel con dos maletas en la mano no es nada agradable. De resto excelente lugar."
426,"Excelente costo/beneficio! Restaurante excelente! tal vez vale la pena cambiar el menu de vez en cuando por platos nuevos, pero la cocina Rausch es una referencia! Desayuno excelente! Piscina al aire libre y gimnasio en el último piso. Seguramente iré otras veces!  "
427,Fue una grata experiencia ya que fui a descansar y pudimos hacerlo sin ningún inconveniente la cama parece una nube.   El hotel está muy bien ubicado en Barranquilla ya que tiene restaurantes al rededor y bares
428,"me he hospedado varias veces alli y esta ultima tuve un inconveniente que olvide mi cargador del celular, quedo enchufado en la mesita del lado derecho de la cama y habiendo pasado tan solo 25 min llame y les dije, la respuesta fue que no estaba, y me molesto mucho que quien me contesto me dijera que yo buscara bien en mis cosas, con seguridad digo mi cargador se quedo ahi, y me parecio una falta de respeto lo que me contestaron, igual hable con tres personas en difernetes horas, quedaban en rectificar y devolverme la llamada y jamas lo hicieron, me causaron mucho daño al dejarme sin cargador,  y no es por lo que valga sino la importancia que tiene ese articulo,pero lo peor es que ya me genera desconfianza quedarme ahi porque piensoque pueden tener personal no confiable, y"
429,…
430,"Excelente hotel con habitaciones muy buenas para el descanso la mejor ubicación, por mejorar el restaurante los precios son muy caros para lo que ofrecen. Pedí dos platos y los dos no cumplieron las expectativas "
431,"Aunque se presentaron problemas al momento del checking, rescato la buena ubicación del Hotel, cerca de muy buenos restaurantes, la comodidad de sus habitaciones y la buena atención de la mayoría de sus empleados. "
432,"Todo realmente excelente, solo tuve inconveniente con el pago ya que con la tarjeta de crédito me pidieron una  clave como si fuera de debito y a la que nunca en otro país me la habían pedido y tampoco me paso en Colombia en ningún comercio. Y con respecto a el servicio de internet no entendí porque caduca a los tres días -"
433,"Mejorar el proceso de restaurante y cocina con una comunicación mas efectiva entre , supervisor, meseros y cocineros,fjjfjfijfoijijigjoijtoijitjgigtjotjoigtjtigojtgoijgiogjnknvkvntnknknfknknlkntknvknktnlktnkvnk"
434,"Excelente atención tanto en recepción como en el restaurante. La gente muy amable y dispuesta al servicio. La habitación en perfectas condiciones de limpieza y aseo. Muy bien equipada. Algun pequeño inconveniente con el check in por lo que se tomo un tiempo mas largo de lo normal. El desayuno excelente. Muy buena variedad de frutas, panes y en general todo el desayuno y de excelente calidad. "
435,"Hotel muy recomendado, cómodo, aseado y organizado. Bien ubicado. Es tan comodo que poco y nada sientes deseos de salir de tu habitación. La experiencia de sueño es genial.  Lo único es que si tienes un vecino que hace ruido se escucha el ruido."
436,"Las instalaciones son buenas y limpias, el personal es muy amable. Lo único que me molestó durante la estadía fue el inconveniente que se presentó con las comidas, muy demorada la preparación (en varios casos duramos esperando más de 1 hora el pedido), en ocasiones olvidaban la solicitud de jugos sin azúcar o de requerimientos específicos de cada compañero.   Sería bueno mejor la organización en ese aspecto para que el servicio completo del hotel sea excelente. "
437,"la piscina parece de niños, es absurdo que no tengan servicio de bar en la terraza las 24 horas, tuve problemas al hacer mi check out, la actitud de la persona de recepción no fue la mejor en ese momento. El tiempo de espera de la comida en el restaurante fue muy largo, no había variedad de platos... "
438,Excelente todo volveria eencantada. Los empleados excelente su atencion. Muy buena ubicacion. Las habitaciones super comodas. La comida rica.  Super todo. Muy buena limpieza del espacio y buen control.   
439,"La ubicación del hotel me pareció adecuada, la amabilidad del personal, tuve un inconveniente en el desayuno pero al siguiente día me lo solucionaron, amplias habitaciones, limpias y cómodas, sin duda volvería."
440,"Muy buen servicio, amabilidad buenas habitaciones, cordialidad del personal, excelente servicio por parte del personal y alimentación de primera calidad, Felicitaciones, muy buenas instalaciones y los recomendaría "
441,"Muy buena opción sobre todo por ubicación.   El servicio muy bueno y la caldiad de habitaciones excelente.     Desayuno buffet adecuado para negocios.   Las habitaciones bine ilumnadas y comodas,    .   Podrian mejorara el cafe que envian a room service."
442,"Satisfecha,volvería cada vez que vaya a Barranquilla en mis viajes de trabajo y también en mis viajes familiares , es muy buen hotel y el servicio es excelente se siente uno como si estuviera en casa b "
443,"quedo muy agradecido ya que durante mi estadía deje olvidado un articulo en la habitación, llame a la recepción del hotel atendieron mi requerimiento y fue recuperado y devuelto sin ningún contratiempo gracias "
444,Un funcionario imprudente en las horas de la noche al regresar al hotel pregunto si mi esposa estaba alojada alli....... fue un momento incomodo para nosotros.... el debio ir a preguntar al recepcionista antes de abordarnos a nosotros.... en ningún hotel de europa o américa que hemos estado nos había pasado eso. Lo demás es excelente
445,"Estuve hospedada en este hotel mas o menos hace 2 anos y lo recuerdo de otra manera, esta vez el aseo de partes del bano que aparentemente no se ven estaba muy mal, los aparatos del bano como jaboneras estaban oxidadas, las toallas se veían muy viejas. La zona de la piscina no la conocía y fue una decepción ver el descuido. Tengo dos cosas positivas para resaltar del hotel, la primera el servicio de cada una de las personas que nos atendió, y lo segundo fue el desayuno, fue fantástico, variado y muy limpio."
446,"Cada calificación que hice la puso como excelente y esa no es la realidad! que mal hecho para que piden que hagan una encuesta si no se puede hacer a conciencia?, espero den solución pronta a esto. sls"
447,"Muchas gracias pase un excelente cumpleaños gracias al hotel, excelente servicio, sobre todo el joven recepcionista jossie amable y siempre disponible a ayudar.  Rexomendado al 100% el hotel gracias :)"
448,"en la recepción además de que son super demorados hacen mala cara todo el tiempo, me cobraron de mas en el mini bar de cosas que no habíamos consumido, al hacer el reclamo no lo tuvieron en cuenta y realizaron el cobro"
449,"El hotel nos encantó pero quiero destacar el excelente servicio que prestan los empleados, especialmente una funcionaria d enombre Jenny que nos atendio en la entrada del restaurante con un trato amable, dispuesto y amoroso especialmente con nuestros hijos.  FELCIITACIONES!!"
450,"Muchas gracias por su atención y hospitalidad. La habitación impecable, restaurante delicioso, atención del personal excelentísima.  Gracias volveré!!  La ubicación es perfecta, cerca de todo y super segura la zona.  Felicitaciones a GHL por este hotel."
451,"Excelente el servicio, excelente hotel, excelente atención, excelente ubicación. El trato y amabilidad de los funcionarios permite que uno este tranquilo. El servicio de desayuno excelente y la variedad de alimentos le permiten a un tener una gran experiencia."
452,"La estadía en el hotel fue muy buena. La calidad en servicio, instalaciones y comida excelente. Utilice el gimnasio y todo estaba en excelentes condiciones. Recomendaría y volvería al hotel sin problemas. "
453,"instalaciones hermosas  atención excelente, piscinas limpias, amables todo el personal, desayuno muy rico, súper recomendado y esta cerca de centros comerciales y restaurantes mas recomendados de la ciudad"
454,"Excelente ubicación excelente servicio en la habitación del  hotel, excelente servicio en el salón ejecutivo para impresión de documentos,  la persona que me recibió en la recepción no fue amable, el resto del personal en la recepción, en el restaurant, en la oficina para ejecutivos, excelente atención"
455,"El hotel es hermoso, muy acogedor, el personal muy atento, la comida es deliciosa, pero sobre todo en cuanto a comodidad en las habitaciones  es lo máximo,  sin duda alguna volvería a elegirlos en un futuro..."
456,"Queda en un muy buen sitio, cerca a restaurantes y de fácil acceso. El diseño y la comodidad de las habitaciones son maravillosos. Tiene un muy buen Buffet de Desayuno, aunque no tomamos más que una sopa por la noche en el restaurante, la experiencia fue excelente: la calidad de la comida nos pareció sobresaliente. PERO!!!!! A las 4 de la mañana los vecinos de habitación armaron literalmente una parranda (música a un volumen muy alto y conversación a gritos). Esperamos un rato para llamar y en recepción dijeron lo solucionarían. Aunque llamamos una segunda vez, la molestia siguió hasta que salimos de la habitación para hacer el checo-out después de las diez de la mañana. Los encargados de la recepción NO HICIERON NADA POR SOLUCIONAR EL PROBLEMA!!!!! Al salir, me dí cuenta que en"
457,…
458,El hotel es relativamente nuevo y las opciones que ofrece son regulares (nada fuera de lo normal pero tampoco malo). La ubicación es buena. Deben mejorar el servicio de entrada y salida de recepción ya que hay varias personas ateniendo pero poca fluidez y también nos tocó ver varias escenas de quejas. Por nuestra parte nos pareció absurdo que nos cobrarán el café que está en la habitación ya que ninguna otra sucursal de esta cadena lo hace. El desayuno ofrece platillos locales que es un punto a favor.
459,"Hicimos una reserva de nov 4  a nov 5 de 2017 para mi esposo, mis hijas menores de 12 años y para mí, la hice a través de una página de internet y daba un total más o menos de $265.000 pesos colombianos.  Escogimos el hotel por ser pet friendly, obviamente, tal y como lo leímos iba a haber recargos por la mascota e igual decidimos hacer una nota informando la raza y el peso de misma, cuando llegamos al hotel el día de la reserva el recargo por la mascota era de $200.000 pesos colombianos lo cual me parece bastante exagerado dado el costo de mi reserva y el personal de recepción se mostraron desentendidos de este importante servicio.  Si de verdad no es un hotel pet friendly pues no lo incluyan dentro de sus servicios ya que en repetidas ocaciones nos hemos alojado en hoteles con"
460,…
461,"En la mañana al llegar tuve que esperar 20 minutos para que me atendieran. Solo habia una persona en la recepción; en la tarde para que me entregaran la llave de la habitación, que no recibi en la mañana por no estar aun lista la habitación (esto es normal,  estuve 15 minutos esperando; nuevamente solo una persona en recepción. Ha sido una de las más pobres experiencias en recepeción en un Hotel; recomiendo que contraten suficiente personal."
462,Habitation muy agradable y confortable pero la piscine esta muy pequena (no es una piscine) y el me falta siempre toallas o otra  EL restaurant: la cocina esta muy Buena pero tenemos que esperar El massaje: muy bien 
463,"muy bien como siempre, el servicio es excelente, solo una cosa, en el desayuno servian una avena que me encanta y desde hace 2 meses no la volvieron a poner, seria bueno que la tuvieran asi fuera opcional... gracias"
464,"El servicio fue excelente. Tanto que pienso regresar. La ubicacion esta perfecta, en el norte de la ciudad. El desayuno es variado y bueno. La ducha es fantastica. Tanto que uno no quiere salir del bano. El servicio es muy atento y amable. Recuerdan tu nmbre y tus gustos."
465,"Presta buen servicio, el hotel tiene buena obicación, sirven un buen desayuno. El personal del hotel es amable en todo momento y el sector es seguro. Deberian tener la opcion de habitaciones con apertura de ventanas ya que no siempre se quiere el uso de aire acondicionado."
466,"Se ajusta y cumple con todas las necesidades que uno requiere al momento de  hospedarce y descansar, es como sentirse en su casa pero con muchas mas facilidades y comodidades, el hotel cuenta con una gran experiencia que se ve reflejada en su manera de atender al cliente."
467,"Excelente restaurante. Las habitaciones nuevas y amplias, excelente servicio y Parqueadero. Todo limpio y súper ubicación en la Ciudad. El servicio del personal es excelente y en la recepción sobretodo. Me atendieron muy bien "
468,"Muy buen servicio, habitaciones cómodas.  Me gustaría que fuera más económica la comida en el restaurante y más variedad en el desayuno.  Me gustó que tenga cafetera en la habitación y minibar. Tiene todo lo que necesito."
469,"Pueden mejorar el hotel esta bien situado , como experiencia me incomode mucho pues al llegar al check in me pidierón mi cédula la cuál no me fué  devuelta y se me presentarón problemas al llegar al aeropuerto a tomar mi vuelo de regresó pues me exigían la cédula . No entiendo por que no estaba en recepción a mi salida o por que no me fué devuelta por ustedes , dejándola según ustedes en un cajón guardada, eso es falta de servicio en un hotel como el de ustedes. Me toco buscar una persona conocida en Barranquilla para que fuera por esta y me la enviará por correo.  "
470,"Hotel muy bien ubicado, con buen servicio y limpieza. El diseño del lobby es sencillo y las habitaciones no son nada del otro mundo pero es una buena opción para estar unas noches. Tiene todo lo indispensable y un poco mas para un viaje de negocios"
471,En general mi experiencia fue buena. A tener en cuenta el pésimo servicio del bar próximo al loby en el que el mesero have cobro SIN factura en mano! Exigí dicha factura y exclamó que primero debía pagar la cuenta antes de recibirla! OJO! Esto no es legal!!!
472,"Excelente servicio, habitación bastante cómoda y limpia. El buffet del desayuno debería ser más variado y con más opciones. Buena ubicación. Servicio de internet muy bueno. El personal fue muy atento. "
473,"Detalles que enamoran. El cóctel de bienvenida (sin alcohol) y las galletitas para mis hijas. El café gratis en lobby.  El agua de cortesía en la habitación. Poder preparate una taza de café en la habitación.  Las camas, lencería, almohadas... de ensueño.  "
474,Muy contenta. Volveré pues el servicio es excelente y la ubicación también. La comida es deliciosa. Hace un buen tiempo que me hospedo siempre en este hotel y lo recomiendo a todas las personas que viajan a Barranquilla. 
475,"Estuve hospedado por una noche y fue una experiencia genial. De los mejores hoteles en Barranquilla. Excelente comida, la habitación super cómoda y lo más importante un excelente servicio de Internet."
476,Excelente sitio.. Excelente atención... Agradecemos la hospitalidad y calidad en el servicio brindado.. La calidad humana de todos es lo que hace que se sientan uno a gusto en las instalaciones.. Muchas gracias 
477,"mala actitud del personal de trabajo en general. las camas son un desastre, desde la almohada hasta el colchon. la atencion en el servicio de aseo para los cuartos fue perversa, ya que pedimos el favor que nos cambiaran dos toallas mojadas por dos secas y nunca las enviaron."
478,Muy buen servicio. Buen detalle el coctel de bienvenida. Las camas muy cómodas internet bueno desayuno excelente la recepcion de mis preguntas fue clara el sitio aunque es bueno no es muy central a zonas de entretenimiento 
479,"En este hotel tengo todo lo que necesito para una excelente estancia. Llevo mas de un año hospedarme aqui.  Lo mejor de todo es su gente,  quienes atienden con diligencia, respeto y muy profesionalmente"
480,"Lo mejor para estar en familia, descansar y ser atendido. Excelente hotel. El desayuno es super maravilloso, todo el mundo es muy atento y servicial. Se descansa y mis hijos disfrutan mucho de estar en este lugar. Todo es cerca. "
481,"Me encanto la experiencia en este hotel!  fue magnifica la atención desde que llegue hasta que me fui. el bar, el restaurante, la atención del recepcionista y del boton fue genial, lo recomendaría a todos mis familiares, amigos y a todo el que pueda. "
482,"Todo estuvo de maravilla , en las habitaciones  se siente un espacio de tranquilad y descanso, el trato de las personas es muy cordial y servicial, la comida es deliciosa , la localización es muy practica... sin duda para querer regresar"
483,Muy buen hotel. Muy cómodo y el personal muy amable. Un desayuno espectacular y áreas sociales en perfecto estado y confortables. En general un hotel perfecto para un viaje de negocios o de cualquier índole. 
484,"Es muy comodo en especial la cama, el desayuno es bastante bueno lo unico que no estuvo correcto fue la ducha se filtraba bastante agua por fuera de la ducha. de resto sin problemas. excelente ubicacion en zona del country "
485,Muy buena jubilación excelente  atención y servicio por parte del personal. Habitaciones muy confortables y la comida muy exquisita. Lo recomiendo 100% los masajes relajantes muy buenos y las muchachas
486,"la estadia en el hotel fue muy excelente la atencion del diferente personal, fue muy amable en todos los reque rimientos que se les necesito esuvieron pendientes, la infraestructura me fue de gran agrado"
487,"El hotel se encuentra en una muy buen ubicación, cerca de una plaza de comidas con maravillosos restaurantes. Deben mejorar el buffet del desayuno, pero en términos generales muy recomendado para pasar unos días."
488,"el servicio de Internet se venció (11:00 a.m.) antes de haber realizado el Check Out (1:00 p.m.), la habitación estaba reservada para 3 personas, y solo habían 2 camas, se solicitó cable HDMI y en la primer petición no había disponibilidad"
489,"Todo estuvo excelente, desde la llegada hasta la salida. El hotel es hermoso y muy comodo y el personal siempre esta pendiente de todo, te atienden con una sonrisa todo el tiempo. Entre todos debo decir que el joven Neil de recepcion es una persona muy atenta y dedicada. Personal como él hacen querer volver."
490,"Gracias por la espectacular atencion, la amabilidad, limpieza, destacamos el buen trato del señor Juan Diosa, Dios quiera volvamos por que alli uno se siente como en su casa..Nuestra visita fue por lo del encuentro entre las selecciónes de Colombia y Paraguay"
491,Excelente Atención. Mucha cordialidad de los funcionarios del hotel. Desayuno impecable y la cena deliciosa. Recomendaría la eleccion de este hotel. Saludos a Juan. Un funcionario que nos atendió de maravillas desde nuestra llegada. Saludos  Rolando Safuan
492,"excelente estadia la pasamos muy bien en el hotel, muy limpio, elegante lo recomido mucho, una gran alternativa para pasar unos días muy agradables en la arenosa. sin duda volveria a hospedarme en este hotel"
493,"Excelente relación calidad-precio, ubicado en una buena zona de la ciudad con restaurantes, supermercados y bares El buffet para el desayuno delicioso y muy variado. La atención del personal buena y rápida "
494,"Sorprende la amabilidad de todas las personas que trabajan en el hotel. Limpieza, calidad y excelente servicio. Room Service buenísimo, temperatura de la comidas y calidad. Recomendaría este hotel a ojo cerrado."
495,"Muy buena combinación entre confort y precio. Desayuno bien presentado y variado. Sería deseable que la piscina abra a las 6am en lugar de las 9am, horario que ya no es viable para personas que trabajan."
496,"Sus empleados son muy queridos y las habitaciones son muy cómodas, seguro que volveré a hospedarme en este hotel, además su ubicación es óptima para movilizarse a cualquier lugar de la ciudad. Mil gracias "
497,"Gracias por el excelente servicio.. espero volver a vistarlos, ya que fue muy gratificante la estadia en el hotel Four Points By Sheraton Barranquilla.. espero sigan siempre con esa gran calidad humana y ese servicio excelente que ustedes saben brindar."
498,"Excelente servicio, la comodidad y el confort de la habitaciones es muy buena, los baños son muy amplios y limpios. El personal presta un excelente servicio y siempre está muy atento a cualquier requerimiento. Gracias."
499,"El servicio fue excelente en general, todo estuvo bien. Fue una experiencia gratificante y agradable. Tanto el servicio en el restaurante como l bar fue muy bueno, además la piscina es muy cómoda y agradable"
500,"Excelente servicio, espero pronto regresar, un maravilloso lugar al que pronto regresare; comida agradable y variada. El personal excelente en servicio presentación atención y cordialidad. En un muy bonito lugar de bararanquilla"
501,"Hotel con buena ubicación, excelente personal de apoyo, habitaciones modernas, buena disponibilidad de WiFi, desayuno incluido en la tarifa, variado, el cual incluye deliciosas opciones de comida típica de la región. Cerca encuentras varias opciones de restaurantes buenos."
502,"me parece que se llevan acabo buenos procesos en el hotel, es bueno que existan personas con buena calidad humana y vocación de servicio... muchas por hacernos pasar una grata estadia... gracias! espero volver a visitarlos"
503,"Es un muy buen lugar, tiene bonitas instalaciones, buena ubicación y en su mayoría el personal es amable. Le falta un poco de variedad al desayuno del restaurante y amabilidad a las personas que atienden el bar de la piscina."
504,"El colchón de las habitaciones es muy blando, sugiero un tipo de colchón las ortopédico y duro ara mejorar la calidad del sueño de algunas personas, al igual que las toallas deben mejorar un poco el lavado."
505,El hotel muy bonito exelente ubicación los empleados sin muy amables y lo mejor de todo que siempre están sonriendo  sin lugar a duda vamos a volver tiene un ambiente cálido que sería bueno venir con la familia 
506,"Gracias a todos en Foour Points Barranquilla por su atención y esmero en el servicio. Me sentí como en casa. Tiene una ubicación privilegiada en la ciudad, además el lugar se percibe muy seguro y cuenta con diferentes opciones de centros comerciales y locales cerca.                                  "
507,"Excelente ubicación, limpieza, atención de los empleados del hotel. Duchas con agua fria y caliente, el desayuno fue bueno. recomendado para viaje de trabajos o estudio. Tienen tiendas en el primer piso, como un Juan Valdez donde se puede tomar un excelente cafe."
508,"Disfruté mi estadía al máximo gracias a su personal cálido y amable todo el tiempo,  siempre sonrientes y alegres.  Recomendado 100% camadas blandas muy comodas,  desyuno variadl y delicioso y cerca a muchos lugares espectaculares de la zona.  "
509,Muy satisfecho con nuestra estadía. El personal del hotel fue siempre muy amable y  atento para atender todas nuestras solicitudes. La comida estuvo excelente. El Bar pequeño y ambiente frio. Se puede mejorar. Regresaría al hotel.
510,"Un Hotel pormedio, nada a resaltar. he estado en otros four points Ej: Medellin, Cali, y el servicio es muy superior a este. Se deberia mejorar el servicio del bar de la terraza. Regresaria pues conozco la cadena Four Points "
511,"todo bien!  ,el único problema que no aceptaban dolares en el momento del pago y al ser fin de semana estaba todo cerrado,complicado si hay algún problema con las tarjetas de crédito/débito. Los empleados muy amables "
512,"Hice la reservación en línea y agregué a una persona en la reservación dado que nuestros vuelos llegaban a horas diferentes, tuve respuesta por la página web, pero al parecer en el hotel no sabían. Mis amigas no pudieron hacer el check in y yo llegaba en un vuelo a medianoche, tuvieron que irse con otras amigas a otro hotel. Al final resolvieron y encontraron mi reservación, pero ya los amigas habían pasado por las molestias de tener que irse a otro lugar para poder bañarse y cambiarse... error de comunicación grave entre el hotel y la página web."
513,Excelente servicio por personal de restaurante. Buena ubicación dentro la ciudad. Cercanía centro comercial importante con gran food court y disponibilidad de cajeros automáticos.  Política de late check-out depende de ocupación y limita reuniones que se extienden más allá del mediodía.
514,"Una grata experiencia, viaje con mi esposo de fin de semana y la pasamos muy bien en este hotel, excelente comida, las habitaciones muy confortables, muy buena cama, su gente muy amable, super recomendado."
515,"Una grata experiencia, su gente, sus habitaciones, los restaurantes, su comida, su ubicación, todo me encanto, pase con mi esposa un fin de semana muy agradable, lo volvería a utilizar en caso de viajar a esta ciudad, lo recomiendo"
